name,earliestPost,latestPost,posts_authored,reposts_made,reposts_received,total_likes_on_posts,total_replies_on_posts,total_bookmarks_on_posts,betweenness,closeness,eigenvector_centrality,pagerank,hub_score,authority_score,local_clustering,kcore,in_degree,out_degree,total_degree,betweenness_norm,closeness_norm,pagerank_norm,authority_norm,community,modularity
004clinden.bsky.social,2025-12-27,2025-12-27,0,1,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
005430.bsky.social,2025-04-16,2025-04-16,0,1,0,173,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
00hagane.bsky.social,2025-07-12,2026-02-02,0,11,0,1245,51,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
045b.bsky.social,2026-01-26,2026-01-26,0,1,0,130,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
0506oli.bsky.social,2025-01-17,2025-02-03,0,2,0,571,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
0kultra.bsky.social,2025-05-01,2025-05-01,0,1,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
0lili.bsky.social,2025-09-15,2025-09-15,0,1,0,36,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
0-me-0.bsky.social,2025-06-14,2025-06-14,0,1,0,25,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
0rnella.bsky.social,2025-01-14,2025-01-14,0,1,0,255,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
0utfox.bsky.social,2025-01-30,2025-01-30,0,1,0,447,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
0x0.boo,2026-01-13,2026-01-13,0,1,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1000plateaus.bsky.social,2025-03-28,2025-04-15,0,3,0,34,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
101046.bsky.social,2025-02-21,2025-02-21,0,1,0,168,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
10millionhardbacks.bsky.social,2025-05-24,2025-05-24,0,1,0,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
10timothy28.bsky.social,2026-01-01,2026-01-01,0,1,0,3751,218,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
120weirdavenue.bsky.social,2025-01-23,2025-01-25,0,2,0,835,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
129348489292938.bsky.social,2025-10-25,2025-10-25,0,1,0,174,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
13character5.at.app.wafrn.net,2025-04-26,2025-04-26,0,1,0,28,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
155guy.bsky.social,2025-02-19,2026-01-28,0,6,0,443,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1789jam.bsky.social,2025-05-23,2025-05-23,0,1,0,40,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1798saintfield.bsky.social,2025-02-18,2025-08-13,0,2,0,620,44,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1adoyle.bsky.social,2025-06-25,2025-10-31,31,5,31,1245,51,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1bahcevan.bsky.social,2026-01-18,2026-01-18,0,1,0,1855,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1bluedonkey.bsky.social,2025-10-29,2025-10-29,0,1,0,102,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1chigo1chie.bsky.social,2025-01-18,2025-01-18,0,1,0,3210,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1expat-newf.bsky.social,2025-09-25,2025-09-25,0,1,0,187,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1fivefive.bsky.social,2024-11-20,2025-12-28,0,21,0,969,45,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1georden.bsky.social,2025-05-05,2025-05-05,0,1,0,13,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1gjin.bsky.social,2025-08-31,2025-10-11,0,2,0,106,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1happygirl.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1irishjoe.bsky.social,2025-08-13,2025-08-13,0,1,0,32,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1jrv1.bsky.social,2024-12-24,2024-12-24,0,1,0,64,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1littlevictory.bsky.social,2025-12-21,2025-12-21,0,1,0,1694,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1mirandaallen.bsky.social,2024-12-05,2026-02-02,0,14,0,259,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1skywatcher.bsky.social,2025-11-26,2025-11-26,0,1,0,36,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
1stwark.bsky.social,2025-05-01,2025-05-01,0,1,0,779,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
20244202.bsky.social,2025-03-23,2025-08-31,0,4,0,85,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
21rosa.bsky.social,2025-07-02,2026-01-13,0,2,0,46,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
25-oclock.bsky.social,2025-01-02,2025-12-25,0,3,0,302,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
25thcenturygirl.bsky.social,2025-01-14,2025-01-14,0,1,0,240,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
29jess01.bsky.social,2026-01-01,2026-01-01,0,1,0,3751,218,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2beardz.bsky.social,2025-06-18,2025-06-18,0,1,0,37,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2bsytop.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2damntrans.bsky.social,2025-12-13,2025-12-13,0,1,0,65,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2defenestrate.blackskycomra.de,2025-12-03,2025-12-03,0,1,0,309,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2fortea.bsky.social,2026-02-05,2026-02-05,0,1,0,184,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2legged.mastodon.ie.ap.brid.gy,2025-12-19,2025-12-19,0,1,0,17,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2leggedriffmachine.bsky.social,2024-12-04,2024-12-04,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2na2panda.bsky.social,2025-01-23,2025-01-23,0,1,0,835,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2patchitup.bsky.social,2024-11-30,2026-01-21,0,17,0,620,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2tacopequeno.bsky.social,2025-07-22,2025-07-22,0,1,0,102,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2thess.bsky.social,2026-01-07,2026-01-31,0,2,0,2599,39,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2wexford.bsky.social,2024-12-02,2024-12-06,0,2,0,95,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
2-wheeled-wolf.bsky.social,2025-03-06,2025-12-07,0,3,0,80,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
321kieran.bsky.social,2025-02-05,2026-02-04,68,5,68,30,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
3267vinton.bsky.social,2026-01-01,2026-01-01,0,1,0,3751,218,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
3dfle.bsky.social,2025-05-18,2025-05-18,0,1,0,120,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
3dogrunner.bsky.social,2025-10-19,2025-10-19,0,1,0,38,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
3dragonfly.bsky.social,2024-12-30,2024-12-30,0,1,0,114,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
3leggedcat70.bsky.social,2025-11-30,2025-11-30,0,1,0,87,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
3salmon.bsky.social,2024-11-20,2025-03-30,0,11,0,969,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
3wombats.bsky.social,2024-11-29,2026-01-19,0,6,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
4017xan.bsky.social,2025-08-16,2026-02-06,0,12,0,80,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
40doodles.bsky.social,2025-02-04,2026-01-27,0,4,0,355,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
455arf.bsky.social,2026-02-05,2026-02-05,0,1,0,184,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
45xiatai.bsky.social,2026-01-19,2026-01-19,0,1,0,1152,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
4ksh4tr4.bsky.social,2025-10-10,2025-12-04,0,2,0,464,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
4ladyjdt.bsky.social,2025-12-21,2026-01-19,0,3,0,8361,218,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
4u5t0.bsky.social,2025-12-02,2025-12-02,0,1,0,189,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
5019.bsky.social,2025-02-27,2025-02-27,0,1,0,119,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
504ever.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
504spyboy.bsky.social,2024-12-21,2024-12-21,0,1,0,180,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
52-blue.bsky.social,2025-07-09,2025-10-04,0,2,0,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
55kimd77.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
5newmanl.bsky.social,2025-02-22,2025-07-02,0,2,0,3214,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
6-19-27smith.bsky.social,2025-11-03,2026-01-01,0,2,0,3751,218,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
6245.bsky.social,2025-03-26,2025-03-26,0,1,0,103,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
66steve.bsky.social,2025-01-14,2026-01-26,0,5,0,433,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
67communist.bsky.social,2025-02-08,2025-02-08,0,1,0,71,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
6babypeanut.bsky.social,2025-06-16,2025-08-17,0,3,0,189,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
6veronicadr.bsky.social,2025-01-18,2025-07-22,0,4,0,3210,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
70andexhausted.bsky.social,2025-03-17,2025-03-17,0,1,0,108,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
73greener.bsky.social,2025-10-25,2025-10-25,0,1,0,135,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
76katriina.bsky.social,2025-03-05,2025-10-31,0,3,0,795,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
77afwx99.bsky.social,2025-01-23,2025-01-23,0,1,0,835,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
7islucky.bsky.social,2025-02-22,2025-07-26,0,2,0,3214,69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
7leaguebootdisk.bsky.social,2025-11-11,2025-12-03,0,2,0,90,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
7stargalaxy.bsky.social,2025-05-16,2025-05-16,0,1,0,150,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
7thwaterfairy.bsky.social,2024-12-06,2024-12-06,0,1,0,352,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
808.foxx.ink,2025-12-09,2026-01-24,0,3,0,199,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
808fan.bsky.social,2025-09-12,2025-12-10,0,2,0,285,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
81632bitretro.com,2025-04-30,2025-04-30,0,1,0,115,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
88-cosmos.bsky.social,2025-02-13,2025-02-13,0,1,0,125,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
8g-kids.bsky.social,2026-01-01,2026-01-01,0,1,0,3751,218,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
8radioireland.bsky.social,2026-01-01,2026-01-01,0,1,0,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
96olf.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
9carol3.bsky.social,2026-01-01,2026-01-01,0,1,0,3751,218,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
9roovy.bsky.social,2024-11-27,2025-10-18,0,233,0,256,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
a.girlypop.baby,2025-02-22,2025-02-22,0,1,0,3214,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
a1955model.bsky.social,2025-02-19,2025-02-19,0,1,0,51,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
a4sounds.bsky.social,2024-07-01,2025-12-01,4,13,4,355,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aa1ah.bsky.social,2026-01-01,2026-01-01,0,1,0,3751,218,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aaaaandreeeeew.bsky.social,2025-12-03,2025-12-03,0,1,0,309,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
a-addept.bsky.social,2025-01-14,2026-02-01,0,20,0,991,44,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aalaneuk.bsky.social,2026-01-27,2026-01-27,0,1,0,67,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aaltomm.bsky.social,2024-12-04,2024-12-04,0,1,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aamas739.bsky.social,2025-02-02,2025-05-21,0,2,0,58,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aananjanjelina.bsky.social,2025-09-28,2025-09-28,0,1,0,104,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aaocarroll.bsky.social,2024-11-20,2026-01-06,2,17,2,969,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aares16.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aaron.bsky.team,2026-01-13,2026-01-13,2,0,2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aaronhunter.bsky.social,2025-01-14,2026-01-21,0,8,0,255,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aaronlosty.bsky.social,2025-08-13,2026-01-19,0,6,0,443,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aaronyes.bsky.social,2024-11-15,2024-11-29,0,2,0,35,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aarronjawors.bsky.social,2025-12-04,2025-12-04,0,1,0,464,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abarelightbulb.bsky.social,2025-10-30,2025-10-30,0,1,0,1245,51,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abbadaba.bsky.social,2025-09-23,2025-09-23,0,1,0,498,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abbailey.bsky.social,2025-01-01,2025-01-01,0,1,0,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abbie23.bsky.social,2024-12-06,2024-12-23,0,2,0,79,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abbiistabbii.bsky.social,2025-10-31,2025-10-31,0,1,0,795,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abbyaug.bsky.social,2025-04-06,2025-04-06,0,1,0,343,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abeba.bsky.social,2024-12-11,2026-02-03,0,7,0,949,36,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abedrayton.bsky.social,2025-01-23,2025-01-23,0,1,0,148,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abeehatariqart.bsky.social,2025-07-30,2025-12-14,0,2,0,68,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abeewords.bsky.social,2025-03-18,2025-03-26,0,2,0,276,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abholymoly.bsky.social,2025-11-15,2025-12-04,0,2,0,42,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abhoysvoice.bsky.social,2024-11-23,2025-12-26,55,20,55,949,36,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abigail.bsky.social,2025-07-17,2025-07-17,0,1,0,19,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abigaildombey.bsky.social,2025-02-03,2025-02-03,0,1,0,151,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abigailruthfreeman.bsky.social,2024-11-18,2024-11-18,0,1,0,39,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abilityrules.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abinbaltimore.bsky.social,2025-02-11,2025-02-11,0,1,0,102,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abintus1.bsky.social,2024-11-23,2024-11-23,0,1,0,123,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abistevensart.bsky.social,2025-06-26,2025-06-26,0,1,0,15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abitofwhimsy.bsky.social,2024-12-10,2024-12-11,0,2,0,160,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abkeating.bsky.social,2025-02-10,2025-02-10,0,1,0,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abnormalgail.bsky.social,2024-12-10,2024-12-10,0,1,0,120,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abogger.bsky.social,2025-03-28,2025-03-28,0,1,0,16,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
aboleyn.bsky.social,2025-10-10,2025-10-10,0,1,0,376,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abominabledrh.bsky.social,2025-07-01,2025-09-26,0,2,0,88,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abquine.bsky.social,2025-06-21,2025-06-21,0,1,0,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abridgeinbflo.bsky.social,2025-03-31,2025-03-31,0,1,0,155,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abrightgreencity.bsky.social,2025-10-31,2025-10-31,0,1,0,24,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abroadbrush.bsky.social,2024-12-21,2025-12-01,0,2,0,65,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
absentwizard.bsky.social,2025-08-11,2025-08-11,0,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abstractkryptid.bsky.social,2025-10-24,2025-10-24,0,1,0,109,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abstractvelocities.bsky.social,2026-01-01,2026-01-01,0,1,0,3751,218,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abuelachicawis.bsky.social,2026-01-19,2026-01-19,0,1,0,203,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abunchofcliches.bsky.social,2024-12-07,2025-01-22,0,3,0,73,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abysmaljewelry.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
abysmalzydrate.bsky.social,2025-03-28,2025-03-28,0,1,0,16,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
